0.00,3.00,6.00,9.00,12.00
0.00,0.00,2.00,2.00,0.00
0.00,2.00,2.00,0.00,0.00
1.00,1.00,1.00,1.00,1.00
0.00,0.00,0.00,0.00,0.00
