0.000e+00,1.000e-01,2.000e-01,3.000e-01,4.000e-01,5.000e-01,6.000e-01,7.000e-01,8.000e-01,9.000e-01,1.000e+00,1.100e+00,1.200e+00,1.300e+00,1.400e+00,1.500e+00,1.600e+00,1.700e+00,1.800e+00,1.900e+00,2.000e+00,2.100e+00,2.200e+00,2.300e+00,2.400e+00,2.500e+00,2.600e+00,2.700e+00,2.800e+00,2.900e+00,3.000e+00,3.100e+00,3.200e+00,3.300e+00,3.400e+00,3.500e+00,3.600e+00,3.700e+00,3.800e+00,3.900e+00,4.000e+00,4.100e+00,4.200e+00,4.300e+00,4.400e+00,4.500e+00,4.600e+00,4.700e+00,4.800e+00,4.900e+00,5.000e+00,5.100e+00,5.200e+00,5.300e+00,5.400e+00,5.500e+00,5.600e+00,5.700e+00,5.800e+00,5.900e+00,6.000e+00,6.100e+00,6.200e+00,6.300e+00,6.400e+00,6.500e+00,6.600e+00,6.700e+00,6.800e+00,6.900e+00,7.000e+00,7.100e+00,7.200e+00,7.300e+00,7.400e+00,7.500e+00,7.600e+00,7.700e+00,7.800e+00,7.900e+00,8.000e+00
-2.000e+00,-2.000e+00,-2.000e+00,-1.999e+00,-1.993e+00,-1.980e+00,-1.957e+00,-1.921e+00,-1.870e+00,-1.804e+00,-1.719e+00,-1.616e+00,-1.493e+00,-1.352e+00,-1.195e+00,-1.024e+00,-8.385e-01,-6.408e-01,-4.328e-01,-2.173e-01,2.523e-03,2.230e-01,4.407e-01,6.521e-01,8.542e-01,1.044e+00,1.220e+00,1.378e+00,1.519e+00,1.641e+00,1.743e+00,1.826e+00,1.892e+00,1.941e+00,1.976e+00,2.000e+00,2.016e+00,2.024e+00,2.029e+00,2.030e+00,2.031e+00,2.029e+00,2.027e+00,2.021e+00,2.012e+00,1.996e+00,1.972e+00,1.936e+00,1.887e+00,1.822e+00,1.740e+00,1.640e+00,1.520e+00,1.380e+00,1.223e+00,1.049e+00,8.604e-01,6.595e-01,4.491e-01,2.323e-01,1.224e-02,-2.077e-01,-4.244e-01,-6.344e-01,-8.349e-01,-1.023e+00,-1.197e+00,-1.356e+00,-1.498e+00,-1.623e+00,-1.730e+00,-1.818e+00,-1.889e+00,-1.941e+00,-1.978e+00,-2.000e+00,-2.012e+00,-2.017e+00,-2.018e+00,-2.016e+00,-2.013e+00
0.000e+00,5.284e-16,-7.327e-04,-1.128e-02,-5.113e-02,-1.366e-01,-2.701e-01,-4.414e-01,-6.340e-01,-8.304e-01,-1.011e+00,-1.156e+00,-1.248e+00,-1.277e+00,-1.240e+00,-1.141e+00,-9.839e-01,-7.773e-01,-5.333e-01,-2.676e-01,3.196e-03,2.634e-01,5.003e-01,7.042e-01,8.692e-01,9.928e-01,1.074e+00,1.115e+00,1.118e+00,1.089e+00,1.032e+00,9.548e-01,8.623e-01,7.601e-01,6.526e-01,5.429e-01,4.333e-01,3.251e-01,2.189e-01,1.146e-01,1.145e-02,-9.153e-02,-1.953e-01,-3.005e-01,-4.076e-01,-5.160e-01,-6.247e-01,-7.315e-01,-8.332e-01,-9.257e-01,-1.004e+00,-1.063e+00,-1.095e+00,-1.096e+00,-1.061e+00,-9.842e-01,-8.650e-01,-7.036e-01,-5.033e-01,-2.699e-01,-1.223e-02,2.579e-01,5.261e-01,7.762e-01,9.916e-01,1.158e+00,1.266e+00,1.310e+00,1.289e+00,1.206e+00,1.069e+00,8.907e-01,6.891e-01,4.861e-01,3.049e-01,1.633e-01,6.885e-02,1.842e-02,1.834e-03,5.919e-03,1.635e-02
1.000e+00,1.000e+00,1.000e+00,9.999e-01,9.984e-01,9.933e-01,9.865e-01,9.826e-01,9.822e-01,9.832e-01,9.834e-01,9.810e-01,9.755e-01,9.691e-01,9.651e-01,9.648e-01,9.669e-01,9.695e-01,9.724e-01,9.755e-01,9.783e-01,9.799e-01,9.800e-01,9.788e-01,9.772e-01,9.763e-01,9.762e-01,9.769e-01,9.781e-01,9.797e-01,9.816e-01,9.835e-01,9.855e-01,9.872e-01,9.887e-01,9.900e-01,9.910e-01,9.919e-01,9.927e-01,9.934e-01,9.940e-01,9.945e-01,9.949e-01,9.954e-01,9.957e-01,9.960e-01,9.963e-01,9.964e-01,9.965e-01,9.964e-01,9.962e-01,9.957e-01,9.950e-01,9.941e-01,9.931e-01,9.921e-01,9.913e-01,9.908e-01,9.909e-01,9.915e-01,9.924e-01,9.934e-01,9.941e-01,9.936e-01,9.913e-01,9.870e-01,9.819e-01,9.778e-01,9.758e-01,9.755e-01,9.764e-01,9.780e-01,9.800e-01,9.816e-01,9.813e-01,9.776e-01,9.724e-01,9.691e-01,9.691e-01,9.711e-01,9.737e-01
0.000e+00,-1.896e-15,3.527e-03,2.729e-02,8.533e-02,1.777e-01,2.963e-01,4.313e-01,5.812e-01,7.509e-01,9.391e-01,1.134e+00,1.320e+00,1.490e+00,1.643e+00,1.786e+00,1.918e+00,2.033e+00,2.123e+00,2.183e+00,2.207e+00,2.197e+00,2.151e+00,2.073e+00,1.964e+00,1.830e+00,1.674e+00,1.500e+00,1.313e+00,1.119e+00,9.257e-01,7.406e-01,5.701e-01,4.195e-01,2.929e-01,1.920e-01,1.161e-01,6.275e-02,2.826e-02,7.532e-03,-5.752e-03,-1.865e-02,-3.822e-02,-7.091e-02,-1.226e-01,-1.970e-01,-2.956e-01,-4.185e-01,-5.645e-01,-7.307e-01,-9.125e-01,-1.104e+00,-1.297e+00,-1.484e+00,-1.660e+00,-1.817e+00,-1.952e+00,-2.061e+00,-2.141e+00,-2.190e+00,-2.206e+00,-2.188e+00,-2.139e+00,-2.058e+00,-1.949e+00,-1.816e+00,-1.666e+00,-1.506e+00,-1.336e+00,-1.158e+00,-9.752e-01,-7.917e-01,-6.130e-01,-4.440e-01,-2.913e-01,-1.657e-01,-7.675e-02,-2.334e-02,7.082e-03,2.344e-02,2.686e-02
0.000e+00,2.114e-14,-2.930e-02,-2.153e-01,-6.079e-01,-1.102e+00,-1.550e+00,-1.849e+00,-1.975e+00,-1.921e+00,-1.664e+00,-1.210e+00,-6.146e-01,3.939e-02,6.872e-01,1.294e+00,1.837e+00,2.278e+00,2.578e+00,2.710e+00,2.679e+00,2.505e+00,2.218e+00,1.852e+00,1.446e+00,1.025e+00,6.081e-01,2.132e-01,-1.415e-01,-4.416e-01,-6.803e-01,-8.588e-01,-9.815e-01,-1.055e+00,-1.091e+00,-1.100e+00,-1.091e+00,-1.072e+00,-1.052e+00,-1.036e+00,-1.029e+00,-1.032e+00,-1.044e+00,-1.061e+00,-1.079e+00,-1.088e+00,-1.082e+00,-1.048e+00,-9.789e-01,-8.636e-01,-6.946e-01,-4.668e-01,-1.792e-01,1.647e-01,5.558e-01,9.773e-01,1.406e+00,1.817e+00,2.182e+00,2.473e+00,2.661e+00,2.717e+00,2.620e+00,2.356e+00,1.933e+00,1.387e+00,7.649e-01,1.126e-01,-5.294e-01,-1.119e+00,-1.605e+00,-1.935e+00,-2.061e+00,-1.958e+00,-1.638e+00,-1.184e+00,-7.113e-01,-3.134e-01,-3.834e-02,9.664e-02,9.097e-02
0.000e+00,1.184e-16,-7.996e-04,-6.763e-03,-3.440e-02,-6.951e-02,-5.778e-02,-1.408e-02,9.953e-03,7.193e-03,-1.271e-02,-4.541e-02,-7.014e-02,-5.832e-02,-1.831e-02,1.604e-02,2.961e-02,3.178e-02,3.344e-02,3.244e-02,2.268e-02,6.106e-03,-9.303e-03,-1.795e-02,-1.511e-02,-5.193e-03,4.415e-03,1.086e-02,1.533e-02,1.886e-02,2.089e-02,2.080e-02,1.899e-02,1.674e-02,1.417e-02,1.182e-02,9.882e-03,8.324e-03,7.125e-03,6.224e-03,5.516e-03,4.915e-03,4.366e-03,3.831e-03,3.238e-03,2.550e-03,1.749e-03,7.718e-04,-5.168e-04,-2.246e-03,-4.440e-03,-6.948e-03,-9.394e-03,-1.077e-02,-1.128e-02,-9.995e-03,-6.070e-03,-2.106e-04,5.770e-03,1.022e-02,1.191e-02,9.277e-03,2.223e-04,-1.639e-02,-3.859e-02,-5.451e-02,-5.114e-02,-3.080e-02,-7.880e-03,7.954e-03,1.732e-02,2.286e-02,2.177e-02,7.553e-03,-2.337e-02,-5.350e-02,-4.770e-02,-1.191e-02,1.743e-02,2.707e-02,2.446e-02
1.000e+00,1.000e+00,9.990e-01,9.888e-01,9.728e-01,9.710e-01,9.820e-01,9.923e-01,9.965e-01,9.927e-01,9.794e-01,9.633e-01,9.554e-01,9.564e-01,9.600e-01,9.641e-01,9.711e-01,9.820e-01,9.933e-01,9.995e-01,9.985e-01,9.927e-01,9.859e-01,9.810e-01,9.786e-01,9.777e-01,9.779e-01,9.797e-01,9.828e-01,9.866e-01,9.901e-01,9.931e-01,9.955e-01,9.972e-01,9.983e-01,9.990e-01,9.994e-01,9.997e-01,9.999e-01,9.999e-01,1.000e+00,1.000e+00,9.999e-01,9.997e-01,9.995e-01,9.990e-01,9.984e-01,9.974e-01,9.958e-01,9.936e-01,9.908e-01,9.873e-01,9.837e-01,9.802e-01,9.776e-01,9.766e-01,9.778e-01,9.811e-01,9.863e-01,9.925e-01,9.979e-01,9.998e-01,9.952e-01,9.839e-01,9.706e-01,9.611e-01,9.569e-01,9.564e-01,9.588e-01,9.653e-01,9.764e-01,9.889e-01,9.958e-01,9.903e-01,9.774e-01,9.721e-01,9.776e-01,9.867e-01,9.947e-01,9.995e-01,9.994e-01
0.000e+00,-3.232e-14,4.481e-02,1.476e-01,2.286e-01,2.339e-01,1.793e-01,1.037e-01,2.087e-02,-7.590e-02,-1.772e-01,-2.530e-01,-2.851e-01,-2.845e-01,-2.732e-01,-2.587e-01,-2.320e-01,-1.821e-01,-1.092e-01,-2.496e-02,5.532e-02,1.198e-01,1.644e-01,1.889e-01,1.980e-01,1.991e-01,1.943e-01,1.816e-01,1.605e-01,1.334e-01,1.043e-01,7.596e-02,4.926e-02,2.685e-02,1.067e-02,-6.635e-04,-7.776e-03,-1.063e-02,-9.629e-03,-5.913e-03,-9.480e-04,3.970e-03,7.821e-03,9.421e-03,7.581e-03,1.524e-03,-9.287e-03,-2.512e-02,-4.582e-02,-7.074e-02,-9.858e-02,-1.274e-01,-1.547e-01,-1.784e-01,-1.958e-01,-2.039e-01,-2.015e-01,-1.880e-01,-1.621e-01,-1.215e-01,-6.421e-02,8.922e-03,9.176e-02,1.719e-01,2.338e-01,2.690e-01,2.828e-01,2.839e-01,2.745e-01,2.489e-01,1.985e-01,1.180e-01,9.085e-03,-1.102e-01,-1.997e-01,-2.292e-01,-2.079e-01,-1.612e-01,-1.021e-01,-3.138e-02,3.327e-02
0.000e+00,-2.900e-15,5.394e-03,1.979e-02,3.651e-02,4.892e-02,5.707e-02,6.608e-02,7.919e-02,9.215e-02,9.658e-02,8.908e-02,7.455e-02,6.152e-02,5.545e-02,5.481e-02,5.383e-02,4.824e-02,3.708e-02,2.155e-02,3.681e-03,-1.443e-02,-3.093e-02,-4.482e-02,-5.622e-02,-6.597e-02,-7.489e-02,-8.289e-02,-8.907e-02,-9.246e-02,-9.237e-02,-8.847e-02,-8.094e-02,-7.035e-02,-5.783e-02,-4.489e-02,-3.269e-02,-2.201e-02,-1.359e-02,-8.096e-03,-6.065e-03,-7.702e-03,-1.278e-02,-2.108e-02,-3.189e-02,-4.392e-02,-5.628e-02,-6.826e-02,-7.902e-02,-8.754e-02,-9.286e-02,-9.431e-02,-9.169e-02,-8.548e-02,-7.675e-02,-6.652e-02,-5.532e-02,-4.326e-02,-3.017e-02,-1.571e-02,2.952e-04,1.735e-02,3.380e-02,4.774e-02,5.735e-02,6.185e-02,6.324e-02,6.493e-02,6.899e-02,7.500e-02,8.134e-02,8.644e-02,8.839e-02,8.381e-02,6.996e-02,4.903e-02,2.876e-02,1.614e-02,1.025e-02,5.007e-03,-1.685e-03
