3.00,7.00,8.10,9.20,10.30,11.40,12.50,13.60,14.70,15.80,16.90,18.00,21.00
0.00,-0.50,-0.21,0.54,1.46,2.21,2.50,2.21,1.46,0.54,-0.21,-0.50,-0.50
0.00,1.00,0.12,-0.43,-0.43,0.12,1.00,1.88,2.43,2.43,1.88,1.00,1.00
1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
0.00,0.00,0.63,1.26,1.88,2.51,3.14,3.77,4.40,5.03,5.65,6.28,6.28
