2.00,3.00,6.00,9.00,12.00,15.00,18.00,21.00,24.00,27.00
-1.00,-1.00,-1.00,-1.00,-3.00,-3.00,-3.00,-3.00,-1.00,-1.00
1.00,1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
