0,1.875,3.75,9.375,15,16.875,18.75,24.375,30
4.3,4.3,4.3,1.3,-1.7,-1.7,-1.7,1.3,4.3
-1,0,1,1,1,0,-1,-1,-1
1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0
3.40172209268743,3.40172209268743,3.40172209268743,0.401722092687432,-2.59827790731257,-2.59827790731257,-2.59827790731257,0.401722092687432,3.40172209268743
0.2363734711837,1.2363734711837,2.2363734711837,2.2363734711837,2.2363734711837,1.2363734711837,0.2363734711837,0.2363734711837,0.2363734711837
1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0
1.94827790731257,1.94827790731257,1.94827790731257,-1.05172209268743,-4.05172209268743,-4.05172209268743,-4.05172209268743,-1.05172209268743,1.94827790731257
-0.235879172019785,0.764120827980215,1.76412082798022,1.76412082798022,1.76412082798022,0.764120827980215,-0.235879172019785,-0.235879172019785,-0.235879172019785
1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0
1.94827790731257,1.94827790731257,1.94827790731257,-1.05172209268743,-4.05172209268743,-4.05172209268743,-4.05172209268743,-1.05172209268743,1.94827790731257
-1.76412082798021,-0.764120827980215,0.235879172019785,0.235879172019785,0.235879172019785,-0.764120827980215,-1.76412082798021,-1.76412082798021,-1.76412082798021
1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0
3.40172209268743,3.40172209268743,3.40172209268743,0.401722092687431,-2.59827790731257,-2.59827790731257,-2.59827790731257,0.401722092687431,3.40172209268743
-2.2363734711837,-1.2363734711837,-0.2363734711837,-0.2363734711837,-0.2363734711837,-1.2363734711837,-2.2363734711837,-2.2363734711837,-2.2363734711837
1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0
