3.00,6.00,9.00,12.00,15.00
0.00,0.00,1.00,1.00,0.00
0.00,1.00,1.00,0.00,0.00
1.50,1.50,1.50,1.50,1.50
0.00,0.00,0.00,0.00,0.00
