-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41206,-0.40861,-0.39275,-0.35322,-0.28104,-0.17131,-0.023546,0.15832,0.36605,0.58779,0.80952,1.0173,1.1991,1.3469,1.4566,1.5288,1.5683,1.5842,1.5876,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5878,1.5876,1.5842,1.5683,1.5288,1.4566,1.3469,1.1991,1.0173,0.80952,0.58778,0.36605,0.15832,-0.02355,-0.17131,-0.28104,-0.35322,-0.39275,-0.40861,-0.41206,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221,-0.41221
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69098,-0.69095,-0.69009,-0.68558,-0.67285,-0.64674,-0.60249,-0.53633,-0.44578,-0.32962,-0.18797,-0.022244,0.16483,0.36926,0.58596,0.80903,1.0321,1.2488,1.4532,1.6403,1.806,1.9477,2.0638,2.1544,2.2205,2.2648,2.2909,2.3036,2.3081,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.309,2.3081,2.3036,2.2909,2.2648,2.2205,2.1544,2.0638,1.9477,1.806,1.6403,1.4532,1.2488,1.0321,0.80901,0.58594,0.36923,0.16481,-0.022261,-0.18798,-0.32963,-0.44579,-0.53634,-0.60249,-0.64675,-0.67286,-0.68558,-0.69009,-0.69095,-0.69098
-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048784,-0.04534,-0.029481,0.010052,0.082235,0.19196,0.33973,0.52159,0.72933,0.95106,1.1728,1.3805,1.5624,1.7102,1.8199,1.8921,1.9316,1.9475,1.9509,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9511,1.9509,1.9475,1.9316,1.8921,1.8199,1.7102,1.5624,1.3805,1.1728,0.95105,0.72932,0.52159,0.33972,0.19196,0.082233,0.010051,-0.029482,-0.04534,-0.048784,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943,-0.048943
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5478e-05,0.0008977,0.0054053,0.018129,0.04424,0.088496,0.15465,0.24521,0.36136,0.50302,0.66874,0.85581,1.0602,1.2769,1.5,1.7231,1.9398,2.1442,2.3313,2.497,2.6386,2.7548,2.8454,2.9115,2.9558,2.9819,2.9946,2.9991,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9991,2.9946,2.9819,2.9558,2.9115,2.8454,2.7548,2.6386,2.497,2.3313,2.1442,1.9398,1.7231,1.5,1.2769,1.0602,0.85579,0.66872,0.503,0.36135,0.24519,0.15464,0.088489,0.044236,0.018127,0.0054044,0.00089753,3.5469e-05,1.6814e-11
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.99984,-0.9964,-0.98054,-0.941,-0.86882,-0.75909,-0.61133,-0.42947,-0.22173,2.8117e-06,0.22174,0.42947,0.61134,0.7591,0.86882,0.94101,0.98054,0.9964,0.99984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99984,0.9964,0.98054,0.941,0.86882,0.75909,0.61133,0.42947,0.22173,-2.8117e-06,-0.22174,-0.42947,-0.61134,-0.7591,-0.86882,-0.94101,-0.98054,-0.9964,-0.99984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
