2.00,3.00,4.00,5.00,6.00,6.50,7.00,7.50,8.00,8.50,9.00,9.50,10.00,15.00,20.00
1.00,1.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,1.00,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50
0.00,0.00,0.00,0.00,0.00,0.40,0.80,1.20,1.60,2.00,2.40,2.80,3.20,3.20,3.20
