0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8
-4,-4,-3.9994,-3.9959,-3.9856,-3.963,-3.9222,-3.8575,-3.764,-3.6376,-3.4753,-3.2751,-3.0364,-2.7593,-2.4453,-2.097,-1.7179,-1.3127,-0.88694,-0.44708,-7.4179e-06,0.44707,0.88693,1.3127,1.7179,2.097,2.4453,2.7593,3.0364,3.2751,3.4753,3.6376,3.764,3.8575,3.9222,3.963,3.9856,3.9959,3.9994,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
