0,2.30769230769231,4.61538461538461,6.92307692307692,9.23076923076923,11.5384615384615,13.8461538461538,16.1538461538461,18.4615384615385,20.7692307692308,23.0769230769231,25.3846153846154,27.6923076923077,30
4.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-1.5,-0.5,0.5,1.5,2.5,3.5
-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.46352549156242,3.46352549156242,2.46352549156242,1.46352549156242,0.463525491562421,-0.536474508437579,-1.53647450843758,-2.53647450843758,-2.53647450843758,-1.53647450843758,-0.536474508437579,0.463525491562421,1.46352549156242,2.46352549156242
0.92658477444273,1.92658477444273,1.92658477444273,1.92658477444273,1.92658477444273,1.92658477444273,1.92658477444273,1.92658477444273,0.92658477444273,0.92658477444273,0.92658477444273,0.92658477444273,0.92658477444273,0.92658477444273
1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78647450843758,1.78647450843758,0.786474508437579,-0.213525491562421,-1.21352549156242,-2.21352549156242,-3.21352549156242,-4.21352549156242,-4.21352549156242,-3.21352549156242,-2.21352549156242,-1.21352549156242,-0.213525491562421,0.786474508437579
0.38167787843871,1.38167787843871,1.38167787843871,1.38167787843871,1.38167787843871,1.38167787843871,1.38167787843871,1.38167787843871,0.38167787843871,0.38167787843871,0.38167787843871,0.38167787843871,0.38167787843871,0.38167787843871
1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78647450843758,1.78647450843758,0.786474508437579,-0.213525491562421,-1.21352549156242,-2.21352549156242,-3.21352549156242,-4.21352549156242,-4.21352549156242,-3.21352549156242,-2.21352549156242,-1.21352549156242,-0.213525491562421,0.786474508437579
-1.38167787843871,-0.38167787843871,-0.38167787843871,-0.38167787843871,-0.38167787843871,-0.38167787843871,-0.38167787843871,-0.38167787843871,-1.38167787843871,-1.38167787843871,-1.38167787843871,-1.38167787843871,-1.38167787843871,-1.38167787843871
1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.46352549156242,3.46352549156242,2.46352549156242,1.46352549156242,0.463525491562421,-0.536474508437579,-1.53647450843758,-2.53647450843758,-2.53647450843758,-1.53647450843758,-0.536474508437579,0.463525491562421,1.46352549156242,2.46352549156242
-1.92658477444273,-0.92658477444273,-0.92658477444273,-0.92658477444273,-0.92658477444273,-0.92658477444273,-0.92658477444273,-0.92658477444273,-1.92658477444273,-1.92658477444273,-1.92658477444273,-1.92658477444273,-1.92658477444273,-1.92658477444273
1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
